a b c d e
6193 1 17.08872 25.63308 85.44348
6194 1 18.51278 27.05714 86.867538
6195 1 19.93684 25.63308 85.44348
6196 1 21.3609 27.05714 86.867538
6197 1 22.78496 25.63308 85.44348
6198 1 24.20902 27.05714 86.867538
6199 1 25.63308 25.63308 85.44348
6200 1 27.05714 27.05714 86.867538
6201 1 0.0 0.0 88.291596
6202 1 1.42406 1.42406 89.715654
6203 1 2.84812 0.0 88.291596
6204 1 4.27218 1.42406 89.715654
6205 1 5.69624 0.0 88.291596
6206 1 7.1203 1.42406 89.715654
6207 1 8.54436 0.0 88.291596
6208 1 9.96842 1.42406 89.715654
6209 1 11.39248 0.0 88.291596
6210 1 12.81654 1.42406 89.715654
6211 1 14.2406 0.0 88.291596
6212 1 15.66466 1.42406 89.715654
6213 1 17.08872 0.0 88.291596
6214 1 18.51278 1.42406 89.715654
6215 1 19.93684 0.0 88.291596
6216 1 21.3609 1.42406 89.715654
6217 1 22.78496 0.0 88.291596
6218 1 24.20902 1.42406 89.715654
6219 1 25.63308 0.0 88.291596
6220 1 27.05714 1.42406 89.715654
6221 1 0.0 2.84812 88.291596
6222 1 1.42406 4.27218 89.715654
6223 1 2.84812 2.84812 88.291596
6224 1 4.27218 4.27218 89.715654
6225 1 5.69624 2.84812 88.291596
6226 1 7.1203 4.27218 89.715654
6227 1 8.54436 2.84812 88.291596
6228 1 9.96842 4.27218 89.715654
6229 1 11.39248 2.84812 88.291596
6230 1 12.81654 4.27218 89.715654
6231 1 14.2406 2.84812 88.291596
6232 1 15.66466 4.27218 89.715654
6233 1 17.08872 2.84812 88.291596
6234 1 18.51278 4.27218 89.715654
6235 1 19.93684 2.84812 88.291596
6236 1 21.3609 4.27218 89.715654
6237 1 22.78496 2.84812 88.291596
6238 1 24.20902 4.27218 89.715654
6239 1 25.63308 2.84812 88.291596
6240 1 27.05714 4.27218 89.715654
6241 1 0.0 5.69624 88.291596
6242 1 1.42406 7.1203 89.715654
6243 1 2.84812 5.69624 88.291596
6244 1 4.27218 7.1203 89.715654
6245 1 5.69624 5.69624 88.291596
6246 1 7.1203 7.1203 89.715654
6247 1 8.54436 5.69624 88.291596
6248 1 9.96842 7.1203 89.715654
6249 1 11.39248 5.69624 88.291596
6250 1 12.81654 7.1203 89.715654
6251 1 14.2406 5.69624 88.291596
6252 1 15.66466 7.1203 89.715654
6253 1 17.08872 5.69624 88.291596
6254 1 18.51278 7.1203 89.715654
6255 1 19.93684 5.69624 88.291596
6256 1 21.3609 7.1203 89.715654
6257 1 22.78496 5.69624 88.291596
6258 1 24.20902 7.1203 89.715654
6259 1 25.63308 5.69624 88.291596
6260 1 27.05714 7.1203 89.715654
6261 1 0.0 8.54436 88.291596
6262 1 1.42406 9.96842 89.715654
6263 1 2.84812 8.54436 88.291596
6264 1 4.27218 9.96842 89.715654
6265 1 5.69624 8.54436 88.291596
6266 1 7.1203 9.96842 89.715654
6267 1 8.54436 8.54436 88.291596
6268 1 9.96842 9.96842 89.715654
6269 1 11.39248 8.54436 88.291596
6270 1 12.81654 9.96842 89.715654
6271 1 14.2406 8.54436 88.291596
6272 1 15.66466 9.96842 89.715654
6273 1 17.08872 8.54436 88.291596
6274 1 18.51278 9.96842 89.715654
6275 1 19.93684 8.54436 88.291596
6276 1 21.3609 9.96842 89.715654
6277 1 22.78496 8.54436 88.291596
6278 1 24.20902 9.96842 89.715654
6279 1 25.63308 8.54436 88.291596
6280 1 27.05714 9.96842 89.715654
6281 1 0.0 11.39248 88.291596
6282 1 1.42406 12.81654 89.715654
6283 1 2.84812 11.39248 88.291596
6284 1 4.27218 12.81654 89.715654
6285 1 5.69624 11.39248 88.291596
6286 1 7.1203 12.81654 89.715654
6287 1 8.54436 11.39248 88.291596
6288 1 9.96842 12.81654 89.715654
6289 1 11.39248 11.39248 88.291596
6290 1 12.81654 12.81654 89.715654
6291 1 14.2406 11.39248 88.291596
6292 1 15.66466 12.81654 89.715654
6293 1 17.08872 11.39248 88.291596
6294 1 18.51278 12.81654 89.715654
6295 1 19.93684 11.39248 88.291596
6296 1 21.3609 12.81654 89.715654
6297 1 22.78496 11.39248 88.291596
6298 1 24.20902 12.81654 89.715654
6299 1 25.63308 11.39248 88.291596
6300 1 27.05714 12.81654 89.715654
6301 1 0.0 14.2406 88.291596
6302 1 1.42406 15.66466 89.715654
6303 1 2.84812 14.2406 88.291596
6304 1 4.27218 15.66466 89.715654
6305 1 5.69624 14.2406 88.291596
6306 1 7.1203 15.66466 89.715654
6307 1 8.54436 14.2406 88.291596
6308 1 9.96842 15.66466 89.715654
6309 1 11.39248 14.2406 88.291596
6310 1 12.81654 15.66466 89.715654
6311 1 14.2406 14.2406 88.291596
6312 1 15.66466 15.66466 89.715654
6313 1 17.08872 14.2406 88.291596
6314 1 18.51278 15.66466 89.715654
6315 1 19.93684 14.2406 88.291596
6316 1 21.3609 15.66466 89.715654
6317 1 22.78496 14.2406 88.291596
6318 1 24.20902 15.66466 89.715654
6319 1 25.63308 14.2406 88.291596
6320 1 27.05714 15.66466 89.715654
6321 1 0.0 17.08872 88.291596
6322 1 1.42406 18.51278 89.715654
6323 1 2.84812 17.08872 88.291596
6324 1 4.27218 18.51278 89.715654
6325 1 5.69624 17.08872 88.291596
6326 1 7.1203 18.51278 89.715654
6327 1 8.54436 17.08872 88.291596
6328 1 9.96842 18.51278 89.715654
6329 1 11.39248 17.08872 88.291596
6330 1 12.81654 18.51278 89.715654
6331 1 14.2406 17.08872 88.291596
6332 1 15.66466 18.51278 89.715654
6333 1 17.08872 17.08872 88.291596
6334 1 18.51278 18.51278 89.715654
6335 1 19.93684 17.08872 88.291596
6336 1 21.3609 18.51278 89.715654
6337 1 22.78496 17.08872 88.291596
6338 1 24.20902 18.51278 89.715654
6339 1 25.63308 17.08872 88.291596
6340 1 27.05714 18.51278 89.715654
6341 1 0.0 19.93684 88.291596
6342 1 1.42406 21.3609 89.715654
6343 1 2.84812 19.93684 88.291596
6344 1 4.27218 21.3609 89.715654
6345 1 5.69624 19.93684 88.291596
6346 1 7.1203 21.3609 89.715654
6347 1 8.54436 19.93684 88.291596
6348 1 9.96842 21.3609 89.715654
6349 1 11.39248 19.93684 88.291596
6350 1 12.81654 21.3609 89.715654
6351 1 14.2406 19.93684 88.291596
6352 1 15.66466 21.3609 89.715654
6353 1 17.08872 19.93684 88.291596
6354 1 18.51278 21.3609 89.715654
6355 1 19.93684 19.93684 88.291596
6356 1 21.3609 21.3609 89.715654
6357 1 22.78496 19.93684 88.291596
6358 1 24.20902 21.3609 89.715654
6359 1 25.63308 19.93684 88.291596
6360 1 27.05714 21.3609 89.715654
6361 1 0.0 22.78496 88.291596
6362 1 1.42406 24.20902 89.715654
6363 1 2.84812 22.78496 88.291596
6364 1 4.27218 24.20902 89.715654
6365 1 5.69624 22.78496 88.291596
6366 1 7.1203 24.20902 89.715654
6367 1 8.54436 22.78496 88.291596
6368 1 9.96842 24.20902 89.715654
6369 1 11.39248 22.78496 88.291596
6370 1 12.81654 24.20902 89.715654
6371 1 14.2406 22.78496 88.291596
6372 1 15.66466 24.20902 89.715654
6373 1 17.08872 22.78496 88.291596
6374 1 18.51278 24.20902 89.715654
6375 1 19.93684 22.78496 88.291596
6376 1 21.3609 24.20902 89.715654
6377 1 22.78496 22.78496 88.291596
6378 1 24.20902 24.20902 89.715654
6379 1 25.63308 22.78496 88.291596
6380 1 27.05714 24.20902 89.715654
6381 1 0.0 25.63308 88.291596
6382 1 1.42406 27.05714 89.715654
6383 1 2.84812 25.63308 88.291596
6384 1 4.27218 27.05714 89.715654
6385 1 5.69624 25.63308 88.291596
6386 1 7.1203 27.05714 89.715654
6387 1 8.54436 25.63308 88.291596
6388 1 9.96842 27.05714 89.715654
6389 1 11.39248 25.63308 88.291596
6390 1 12.81654 27.05714 89.715654
6391 1 14.2406 25.63308 88.291596
6392 1 15.66466 27.05714 89.715654
6393 1 17.08872 25.63308 88.291596
6394 1 18.51278 27.05714 89.715654
6395 1 19.93684 25.63308 88.291596
6396 1 21.3609 27.05714 89.715654
6397 1 22.78496 25.63308 88.291596
6398 1 24.20902 27.05714 89.715654
6399 1 25.63308 25.63308 88.291596
6400 1 27.05714 27.05714 89.715654
6401 1 0.0 0.0 91.139712
6402 1 1.42406 1.42406 92.56377
6403 1 2.84812 0.0 91.139712
6404 1 4.27218 1.42406 92.56377
6405 1 5.69624 0.0 91.139712
6406 1 7.1203 1.42406 92.56377
6407 1 8.54436 0.0 91.139712
6408 1 9.96842 1.42406 92.56377
6409 1 11.39248 0.0 91.139712
6410 1 12.81654 1.42406 92.56377
6411 1 14.2406 0.0 91.139712
6412 1 15.66466 1.42406 92.56377
6413 1 17.08872 0.0 91.139712
6414 1 18.51278 1.42406 92.56377
6415 1 19.93684 0.0 91.139712
6416 1 21.3609 1.42406 92.56377
6417 1 22.78496 0.0 91.139712
6418 1 24.20902 1.42406 92.56377
6419 1 25.63308 0.0 91.139712
6420 1 27.05714 1.42406 92.56377
6421 1 0.0 2.84812 91.139712
6422 1 1.42406 4.27218 92.56377
6423 1 2.84812 2.84812 91.139712
6424 1 4.27218 4.27218 92.56377
6425 1 5.69624 2.84812 91.139712
6426 1 7.1203 4.27218 92.56377
6427 1 8.54436 2.84812 91.139712
6428 1 9.96842 4.27218 92.56377
6429 1 11.39248 2.84812 91.139712
6430 1 12.81654 4.27218 92.56377
6431 1 14.2406 2.84812 91.139712
6432 1 15.66466 4.27218 92.56377
6433 1 17.08872 2.84812 91.139712
6434 1 18.51278 4.27218 92.56377
6435 1 19.93684 2.84812 91.139712
6436 1 21.3609 4.27218 92.56377
6437 1 22.78496 2.84812 91.139712
6438 1 24.20902 4.27218 92.56377
6439 1 25.63308 2.84812 91.139712
6440 1 27.05714 4.27218 92.56377
6441 1 0.0 5.69624 91.139712
6442 1 1.42406 7.1203 92.56377
6443 1 2.84812 5.69624 91.139712
6444 1 4.27218 7.1203 92.56377
6445 1 5.69624 5.69624 91.139712
6446 1 7.1203 7.1203 92.56377
6447 1 8.54436 5.69624 91.139712
6448 1 9.96842 7.1203 92.56377
6449 1 11.39248 5.69624 91.139712
6450 1 12.81654 7.1203 92.56377
6451 1 14.2406 5.69624 91.139712
6452 1 15.66466 7.1203 92.56377
6453 1 17.08872 5.69624 91.139712
6454 1 18.51278 7.1203 92.56377
6455 1 19.93684 5.69624 91.139712
6456 1 21.3609 7.1203 92.56377
6457 1 22.78496 5.69624 91.139712
6458 1 24.20902 7.1203 92.56377
6459 1 25.63308 5.69624 91.139712
6460 1 27.05714 7.1203 92.56377
6461 1 0.0 8.54436 91.139712
6462 1 1.42406 9.96842 92.56377
6463 1 2.84812 8.54436 91.139712
6464 1 4.27218 9.96842 92.56377
6465 1 5.69624 8.54436 91.139712
6466 1 7.1203 9.96842 92.56377
6467 1 8.54436 8.54436 91.139712
6468 1 9.96842 9.96842 92.56377
6469 1 11.39248 8.54436 91.139712
6470 1 12.81654 9.96842 92.56377
6471 1 14.2406 8.54436 91.139712
6472 1 15.66466 9.96842 92.56377
6473 1 17.08872 8.54436 91.139712
6474 1 18.51278 9.96842 92.56377
6475 1 19.93684 8.54436 91.139712
6476 1 21.3609 9.96842 92.56377
6477 1 22.78496 8.54436 91.139712
6478 1 24.20902 9.96842 92.56377
6479 1 25.63308 8.54436 91.139712
6480 1 27.05714 9.96842 92.56377
6481 1 0.0 11.39248 91.139712
6482 1 1.42406 12.81654 92.56377
6483 1 2.84812 11.39248 91.139712
6484 1 4.27218 12.81654 92.56377
6485 1 5.69624 11.39248 91.139712
6486 1 7.1203 12.81654 92.56377
6487 1 8.54436 11.39248 91.139712
6488 1 9.96842 12.81654 92.56377
6489 1 11.39248 11.39248 91.139712
6490 1 12.81654 12.81654 92.56377
6491 1 14.2406 11.39248 91.139712
6492 1 15.66466 12.81654 92.56377
6493 1 17.08872 11.39248 91.139712
6494 1 18.51278 12.81654 92.56377
6495 1 19.93684 11.39248 91.139712
6496 1 21.3609 12.81654 92.56377
6497 1 22.78496 11.39248 91.139712
6498 1 24.20902 12.81654 92.56377
6499 1 25.63308 11.39248 91.139712
6500 1 27.05714 12.81654 92.56377
6501 1 0.0 14.2406 91.139712
6502 1 1.42406 15.66466 92.56377
6503 1 2.84812 14.2406 91.139712
6504 1 4.27218 15.66466 92.56377
6505 1 5.69624 14.2406 91.139712
6506 1 7.1203 15.66466 92.56377
6507 1 8.54436 14.2406 91.139712
6508 1 9.96842 15.66466 92.56377
6509 1 11.39248 14.2406 91.139712
6510 1 12.81654 15.66466 92.56377
6511 1 14.2406 14.2406 91.139712
6512 1 15.66466 15.66466 92.56377
6513 1 17.08872 14.2406 91.139712
6514 1 18.51278 15.66466 92.56377
6515 1 19.93684 14.2406 91.139712
6516 1 21.3609 15.66466 92.56377
6517 1 22.78496 14.2406 91.139712
6518 1 24.20902 15.66466 92.56377
6519 1 25.63308 14.2406 91.139712
6520 1 27.05714 15.66466 92.56377
6521 1 0.0 17.08872 91.139712
6522 1 1.42406 18.51278 92.56377
6523 1 2.84812 17.08872 91.139712
6524 1 4.27218 18.51278 92.56377
6525 1 5.69624 17.08872 91.139712
6526 1 7.1203 18.51278 92.56377
6527 1 8.54436 17.08872 91.139712
6528 1 9.96842 18.51278 92.56377
6529 1 11.39248 17.08872 91.139712
6530 1 12.81654 18.51278 92.56377
6531 1 14.2406 17.08872 91.139712
6532 1 15.66466 18.51278 92.56377
6533 1 17.08872 17.08872 91.139712
6534 1 18.51278 18.51278 92.56377
6535 1 19.93684 17.08872 91.139712
6536 1 21.3609 18.51278 92.56377
6537 1 22.78496 17.08872 91.139712
6538 1 24.20902 18.51278 92.56377
6539 1 25.63308 17.08872 91.139712
6540 1 27.05714 18.51278 92.56377
6541 1 0.0 19.93684 91.139712
6542 1 1.42406 21.3609 92.56377
6543 1 2.84812 19.93684 91.139712
6544 1 4.27218 21.3609 92.56377
6545 1 5.69624 19.93684 91.139712
6546 1 7.1203 21.3609 92.56377
6547 1 8.54436 19.93684 91.139712
6548 1 9.96842 21.3609 92.56377
6549 1 11.39248 19.93684 91.139712
6550 1 12.81654 21.3609 92.56377
6551 1 14.2406 19.93684 91.139712
6552 1 15.66466 21.3609 92.56377
6553 1 17.08872 19.93684 91.139712
6554 1 18.51278 21.3609 92.56377
6555 1 19.93684 19.93684 91.139712
6556 1 21.3609 21.3609 92.56377
6557 1 22.78496 19.93684 91.139712
6558 1 24.20902 21.3609 92.56377
6559 1 25.63308 19.93684 91.139712
6560 1 27.05714 21.3609 92.56377
6561 1 0.0 22.78496 91.139712
6562 1 1.42406 24.20902 92.56377
6563 1 2.84812 22.78496 91.139712
6564 1 4.27218 24.20902 92.56377
6565 1 5.69624 22.78496 91.139712
6566 1 7.1203 24.20902 92.56377
6567 1 8.54436 22.78496 91.139712
6568 1 9.96842 24.20902 92.56377
6569 1 11.39248 22.78496 91.139712
6570 1 12.81654 24.20902 92.56377
6571 1 14.2406 22.78496 91.139712
6572 1 15.66466 24.20902 92.56377
6573 1 17.08872 22.78496 91.139712
6574 1 18.51278 24.20902 92.56377
6575 1 19.93684 22.78496 91.139712
6576 1 21.3609 24.20902 92.56377
6577 1 22.78496 22.78496 91.139712
6578 1 24.20902 24.20902 92.56377
6579 1 25.63308 22.78496 91.139712
6580 1 27.05714 24.20902 92.56377
6581 1 0.0 25.63308 91.139712
6582 1 1.42406 27.05714 92.56377
6583 1 2.84812 25.63308 91.139712
6584 1 4.27218 27.05714 92.56377
6585 1 5.69624 25.63308 91.139712
6586 1 7.1203 27.05714 92.56377
6587 1 8.54436 25.63308 91.139712
6588 1 9.96842 27.05714 92.56377
6589 1 11.39248 25.63308 91.139712
6590 1 12.81654 27.05714 92.56377
6591 1 14.2406 25.63308 91.139712
6592 1 15.66466 27.05714 92.56377
6593 1 17.08872 25.63308 91.139712
6594 1 18.51278 27.05714 92.56377
6595 1 19.93684 25.63308 91.139712
6596 1 21.3609 27.05714 92.56377
6597 1 22.78496 25.63308 91.139712
6598 1 24.20902 27.05714 92.56377
6599 1 25.63308 25.63308 91.139712
6600 1 27.05714 27.05714 92.56377
6601 1 0.0 0.0 93.987828
6602 1 1.42406 1.42406 95.411886
6603 1 2.84812 0.0 93.987828
6604 1 4.27218 1.42406 95.411886
6605 1 5.69624 0.0 93.987828
6606 1 7.1203 1.42406 95.411886
6607 1 8.54436 0.0 93.987828
6608 1 9.96842 1.42406 95.411886
6609 1 11.39248 0.0 93.987828
6610 1 12.81654 1.42406 95.411886
6611 1 14.2406 0.0 93.987828
6612 1 15.66466 1.42406 95.411886
6613 1 17.08872 0.0 93.987828
6614 1 18.51278 1.42406 95.411886
6615 1 19.93684 0.0 93.987828
6616 1 21.3609 1.42406 95.411886
6617 1 22.78496 0.0 93.987828
6618 1 24.20902 1.42406 95.411886
6619 1 25.63308 0.0 93.987828
6620 1 27.05714 1.42406 95.411886
6621 1 0.0 2.84812 93.987828
6622 1 1.42406 4.27218 95.411886
6623 1 2.84812 2.84812 93.987828
6624 1 4.27218 4.27218 95.411886
6625 1 5.69624 2.84812 93.987828
6626 1 7.1203 4.27218 95.411886
6627 1 8.54436 2.84812 93.987828
6628 1 9.96842 4.27218 95.411886
6629 1 11.39248 2.84812 93.987828
6630 1 12.81654 4.27218 95.411886
6631 1 14.2406 2.84812 93.987828
6632 1 15.66466 4.27218 95.411886
6633 1 17.08872 2.84812 93.987828
6634 1 18.51278 4.27218 95.411886
6635 1 19.93684 2.84812 93.987828
6636 1 21.3609 4.27218 95.411886
6637 1 22.78496 2.84812 93.987828
6638 1 24.20902 4.27218 95.411886
6639 1 25.63308 2.84812 93.987828
6640 1 27.05714 4.27218 95.411886
6641 1 0.0 5.69624 93.987828
6642 1 1.42406 7.1203 95.411886
6643 1 2.84812 5.69624 93.987828
6644 1 4.27218 7.1203 95.411886
6645 1 5.69624 5.69624 93.987828
6646 1 7.1203 7.1203 95.411886
6647 1 8.54436 5.69624 93.987828
6648 1 9.96842 7.1203 95.411886
6649 1 11.39248 5.69624 93.987828
6650 1 12.81654 7.1203 95.411886
6651 1 14.2406 5.69624 93.987828
6652 1 15.66466 7.1203 95.411886
6653 1 17.08872 5.69624 93.987828
6654 1 18.51278 7.1203 95.411886
6655 1 19.93684 5.69624 93.987828
6656 1 21.3609 7.1203 95.411886
6657 1 22.78496 5.69624 93.987828
6658 1 24.20902 7.1203 95.411886
6659 1 25.63308 5.69624 93.987828
6660 1 27.05714 7.1203 95.411886
6661 1 0.0 8.54436 93.987828
6662 1 1.42406 9.96842 95.411886
6663 1 2.84812 8.54436 93.987828
6664 1 4.27218 9.96842 95.411886
6665 1 5.69624 8.54436 93.987828
6666 1 7.1203 9.96842 95.411886
6667 1 8.54436 8.54436 93.987828
6668 1 9.96842 9.96842 95.411886
6669 1 11.39248 8.54436 93.987828
6670 1 12.81654 9.96842 95.411886
6671 1 14.2406 8.54436 93.987828
6672 1 15.66466 9.96842 95.411886
6673 1 17.08872 8.54436 93.987828
6674 1 18.51278 9.96842 95.411886
6675 1 19.93684 8.54436 93.987828
6676 1 21.3609 9.96842 95.411886
6677 1 22.78496 8.54436 93.987828
6678 1 24.20902 9.96842 95.411886
6679 1 25.63308 8.54436 93.987828
6680 1 27.05714 9.96842 95.411886
6681 1 0.0 11.39248 93.987828
6682 1 1.42406 12.81654 95.411886
6683 1 2.84812 11.39248 93.987828
6684 1 4.27218 12.81654 95.411886
6685 1 5.69624 11.39248 93.987828
6686 1 7.1203 12.81654 95.411886
6687 1 8.54436 11.39248 93.987828
6688 1 9.96842 12.81654 95.411886
6689 1 11.39248 11.39248 93.987828
6690 1 12.81654 12.81654 95.411886
6691 1 14.2406 11.39248 93.987828
6692 1 15.66466 12.81654 95.411886
6693 1 17.08872 11.39248 93.987828
6694 1 18.51278 12.81654 95.411886
6695 1 19.93684 11.39248 93.987828
6696 1 21.3609 12.81654 95.411886
6697 1 22.78496 11.39248 93.987828
6698 1 24.20902 12.81654 95.411886
6699 1 25.63308 11.39248 93.987828
6700 1 27.05714 12.81654 95.411886
6701 1 0.0 14.2406 93.987828
6702 1 1.42406 15.66466 95.411886
6703 1 2.84812 14.2406 93.987828
6704 1 4.27218 15.66466 95.411886
6705 1 5.69624 14.2406 93.987828
6706 1 7.1203 15.66466 95.411886
6707 1 8.54436 14.2406 93.987828
6708 1 9.96842 15.66466 95.411886
6709 1 11.39248 14.2406 93.987828
6710 1 12.81654 15.66466 95.411886
6711 1 14.2406 14.2406 93.987828
6712 1 15.66466 15.66466 95.411886
6713 1 17.08872 14.2406 93.987828
6714 1 18.51278 15.66466 95.411886
6715 1 19.93684 14.2406 93.987828
6716 1 21.3609 15.66466 95.411886
6717 1 22.78496 14.2406 93.987828
6718 1 24.20902 15.66466 95.411886
6719 1 25.63308 14.2406 93.987828
6720 1 27.05714 15.66466 95.411886
6721 1 0.0 17.08872 93.987828
6722 1 1.42406 18.51278 95.411886
6723 1 2.84812 17.08872 93.987828
6724 1 4.27218 18.51278 95.411886
6725 1 5.69624 17.08872 93.987828
6726 1 7.1203 18.51278 95.411886
6727 1 8.54436 17.08872 93.987828
6728 1 9.96842 18.51278 95.411886
6729 1 11.39248 17.08872 93.987828
6730 1 12.81654 18.51278 95.411886
6731 1 14.2406 17.08872 93.987828
6732 1 15.66466 18.51278 95.411886
6733 1 17.08872 17.08872 93.987828
6734 1 18.51278 18.51278 95.411886
6735 1 19.93684 17.08872 93.987828
6736 1 21.3609 18.51278 95.411886
6737 1 22.78496 17.08872 93.987828
6738 1 24.20902 18.51278 95.411886
6739 1 25.63308 17.08872 93.987828
6740 1 27.05714 18.51278 95.411886
6741 1 0.0 19.93684 93.987828
6742 1 1.42406 21.3609 95.411886
6743 1 2.84812 19.93684 93.987828
6744 1 4.27218 21.3609 95.411886
6745 1 5.69624 19.93684 93.987828
6746 1 7.1203 21.3609 95.411886
6747 1 8.54436 19.93684 93.987828
6748 1 9.96842 21.3609 95.411886
6749 1 11.39248 19.93684 93.987828
6750 1 12.81654 21.3609 95.411886
6751 1 14.2406 19.93684 93.987828
6752 1 15.66466 21.3609 95.411886
6753 1 17.08872 19.93684 93.987828
6754 1 18.51278 21.3609 95.411886
6755 1 19.93684 19.93684 93.987828
6756 1 21.3609 21.3609 95.411886
6757 1 22.78496 19.93684 93.987828
6758 1 24.20902 21.3609 95.411886
6759 1 25.63308 19.93684 93.987828
6760 1 27.05714 21.3609 95.411886
6761 1 0.0 22.78496 93.987828
6762 1 1.42406 24.20902 95.411886
6763 1 2.84812 22.78496 93.987828
6764 1 4.27218 24.20902 95.411886
6765 1 5.69624 22.78496 93.987828
6766 1 7.1203 24.20902 95.411886
6767 1 8.54436 22.78496 93.987828
6768 1 9.96842 24.20902 95.411886
6769 1 11.39248 22.78496 93.987828
6770 1 12.81654 24.20902 95.411886
6771 1 14.2406 22.78496 93.987828
6772 1 15.66466 24.20902 95.411886
6773 1 17.08872 22.78496 93.987828
6774 1 18.51278 24.20902 95.411886
6775 1 19.93684 22.78496 93.987828
6776 1 21.3609 24.20902 95.411886
6777 1 22.78496 22.78496 93.987828
6778 1 24.20902 24.20902 95.411886
6779 1 25.63308 22.78496 93.987828
6780 1 27.05714 24.20902 95.411886
6781 1 0.0 25.63308 93.987828
6782 1 1.42406 27.05714 95.411886
6783 1 2.84812 25.63308 93.987828
6784 1 4.27218 27.05714 95.411886
6785 1 5.69624 25.63308 93.987828
6786 1 7.1203 27.05714 95.411886
6787 1 8.54436 25.63308 93.987828
6788 1 9.96842 27.05714 95.411886
6789 1 11.39248 25.63308 93.987828
6790 1 12.81654 27.05714 95.411886
6791 1 14.2406 25.63308 93.987828
6792 1 15.66466 27.05714 95.411886
6793 1 17.08872 25.63308 93.987828
6794 1 18.51278 27.05714 95.411886
6795 1 19.93684 25.63308 93.987828
6796 1 21.3609 27.05714 95.411886
6797 1 22.78496 25.63308 93.987828
6798 1 24.20902 27.05714 95.411886
6799 1 25.63308 25.63308 93.987828
6800 1 27.05714 27.05714 95.411886
6801 1 0.0 0.0 96.835944
6802 1 1.42406 1.42406 98.260002
6803 1 2.84812 0.0 96.835944
6804 1 4.27218 1.42406 98.260002
6805 1 5.69624 0.0 96.835944
6806 1 7.1203 1.42406 98.260002
6807 1 8.54436 0.0 96.835944
6808 1 9.96842 1.42406 98.260002
6809 1 11.39248 0.0 96.835944
6810 1 12.81654 1.42406 98.260002
6811 1 14.2406 0.0 96.835944
6812 1 15.66466 1.42406 98.260002
6813 1 17.08872 0.0 96.835944
6814 1 18.51278 1.42406 98.260002
6815 1 19.93684 0.0 96.835944
6816 1 21.3609 1.42406 98.260002
6817 1 22.78496 0.0 96.835944
6818 1 24.20902 1.42406 98.260002
6819 1 25.63308 0.0 96.835944
6820 1 27.05714 1.42406 98.260002
6821 1 0.0 2.84812 96.835944
6822 1 1.42406 4.27218 98.260002
6823 1 2.84812 2.84812 96.835944
6824 1 4.27218 4.27218 98.260002
6825 1 5.69624 2.84812 96.835944
6826 1 7.1203 4.27218 98.260002
6827 1 8.54436 2.84812 96.835944
6828 1 9.96842 4.27218 98.260002
6829 1 11.39248 2.84812 96.835944
6830 1 12.81654 4.27218 98.260002
6831 1 14.2406 2.84812 96.835944
6832 1 15.66466 4.27218 98.260002
6833 1 17.08872 2.84812 96.835944
6834 1 18.51278 4.27218 98.260002
6835 1 19.93684 2.84812 96.835944
6836 1 21.3609 4.27218 98.260002
6837 1 22.78496 2.84812 96.835944
6838 1 24.20902 4.27218 98.260002
6839 1 25.63308 2.84812 96.835944
6840 1 27.05714 4.27218 98.260002
6841 1 0.0 5.69624 96.835944
