a b c d e
17475 1 19.93684 8.54436 247.786092
17476 1 21.3609 9.96842 249.21015
17477 1 22.78496 8.54436 247.786092
17478 1 24.20902 9.96842 249.21015
17479 1 25.63308 8.54436 247.786092
17480 1 27.05714 9.96842 249.21015
17481 1 0.0 11.39248 247.786092
17482 1 1.42406 12.81654 249.21015
17483 1 2.84812 11.39248 247.786092
17484 1 4.27218 12.81654 249.21015
17485 1 5.69624 11.39248 247.786092
17486 1 7.1203 12.81654 249.21015
17487 1 8.54436 11.39248 247.786092
17488 1 9.96842 12.81654 249.21015
17489 1 11.39248 11.39248 247.786092
17490 1 12.81654 12.81654 249.21015
17491 1 14.2406 11.39248 247.786092
17492 1 15.66466 12.81654 249.21015
17493 1 17.08872 11.39248 247.786092
17494 1 18.51278 12.81654 249.21015
17495 1 19.93684 11.39248 247.786092
17496 1 21.3609 12.81654 249.21015
17497 1 22.78496 11.39248 247.786092
17498 1 24.20902 12.81654 249.21015
17499 1 25.63308 11.39248 247.786092
17500 1 27.05714 12.81654 249.21015
17501 1 0.0 14.2406 247.786092
17502 1 1.42406 15.66466 249.21015
17503 1 2.84812 14.2406 247.786092
17504 1 4.27218 15.66466 249.21015
17505 1 5.69624 14.2406 247.786092
17506 1 7.1203 15.66466 249.21015
17507 1 8.54436 14.2406 247.786092
17508 1 9.96842 15.66466 249.21015
17509 1 11.39248 14.2406 247.786092
17510 1 12.81654 15.66466 249.21015
17511 1 14.2406 14.2406 247.786092
17512 1 15.66466 15.66466 249.21015
17513 1 17.08872 14.2406 247.786092
17514 1 18.51278 15.66466 249.21015
17515 1 19.93684 14.2406 247.786092
17516 1 21.3609 15.66466 249.21015
17517 1 22.78496 14.2406 247.786092
17518 1 24.20902 15.66466 249.21015
17519 1 25.63308 14.2406 247.786092
17520 1 27.05714 15.66466 249.21015
17521 1 0.0 17.08872 247.786092
17522 1 1.42406 18.51278 249.21015
17523 1 2.84812 17.08872 247.786092
17524 1 4.27218 18.51278 249.21015
17525 1 5.69624 17.08872 247.786092
17526 1 7.1203 18.51278 249.21015
17527 1 8.54436 17.08872 247.786092
17528 1 9.96842 18.51278 249.21015
17529 1 11.39248 17.08872 247.786092
17530 1 12.81654 18.51278 249.21015
17531 1 14.2406 17.08872 247.786092
17532 1 15.66466 18.51278 249.21015
17533 1 17.08872 17.08872 247.786092
17534 1 18.51278 18.51278 249.21015
17535 1 19.93684 17.08872 247.786092
17536 1 21.3609 18.51278 249.21015
17537 1 22.78496 17.08872 247.786092
17538 1 24.20902 18.51278 249.21015
17539 1 25.63308 17.08872 247.786092
17540 1 27.05714 18.51278 249.21015
17541 1 0.0 19.93684 247.786092
17542 1 1.42406 21.3609 249.21015
17543 1 2.84812 19.93684 247.786092
17544 1 4.27218 21.3609 249.21015
17545 1 5.69624 19.93684 247.786092
17546 1 7.1203 21.3609 249.21015
17547 1 8.54436 19.93684 247.786092
17548 1 9.96842 21.3609 249.21015
17549 1 11.39248 19.93684 247.786092
17550 1 12.81654 21.3609 249.21015
17551 1 14.2406 19.93684 247.786092
17552 1 15.66466 21.3609 249.21015
17553 1 17.08872 19.93684 247.786092
17554 1 18.51278 21.3609 249.21015
17555 1 19.93684 19.93684 247.786092
17556 1 21.3609 21.3609 249.21015
17557 1 22.78496 19.93684 247.786092
17558 1 24.20902 21.3609 249.21015
17559 1 25.63308 19.93684 247.786092
17560 1 27.05714 21.3609 249.21015
17561 1 0.0 22.78496 247.786092
17562 1 1.42406 24.20902 249.21015
17563 1 2.84812 22.78496 247.786092
17564 1 4.27218 24.20902 249.21015
17565 1 5.69624 22.78496 247.786092
17566 1 7.1203 24.20902 249.21015
17567 1 8.54436 22.78496 247.786092
17568 1 9.96842 24.20902 249.21015
17569 1 11.39248 22.78496 247.786092
17570 1 12.81654 24.20902 249.21015
17571 1 14.2406 22.78496 247.786092
17572 1 15.66466 24.20902 249.21015
17573 1 17.08872 22.78496 247.786092
17574 1 18.51278 24.20902 249.21015
17575 1 19.93684 22.78496 247.786092
17576 1 21.3609 24.20902 249.21015
17577 1 22.78496 22.78496 247.786092
17578 1 24.20902 24.20902 249.21015
17579 1 25.63308 22.78496 247.786092
17580 1 27.05714 24.20902 249.21015
17581 1 0.0 25.63308 247.786092
17582 1 1.42406 27.05714 249.21015
17583 1 2.84812 25.63308 247.786092
17584 1 4.27218 27.05714 249.21015
17585 1 5.69624 25.63308 247.786092
17586 1 7.1203 27.05714 249.21015
17587 1 8.54436 25.63308 247.786092
17588 1 9.96842 27.05714 249.21015
17589 1 11.39248 25.63308 247.786092
17590 1 12.81654 27.05714 249.21015
17591 1 14.2406 25.63308 247.786092
17592 1 15.66466 27.05714 249.21015
17593 1 17.08872 25.63308 247.786092
17594 1 18.51278 27.05714 249.21015
17595 1 19.93684 25.63308 247.786092
17596 1 21.3609 27.05714 249.21015
17597 1 22.78496 25.63308 247.786092
17598 1 24.20902 27.05714 249.21015
17599 1 25.63308 25.63308 247.786092
17600 1 27.05714 27.05714 249.21015
17601 1 0.0 0.0 250.634208
17602 1 1.42406 1.42406 252.058266
17603 1 2.84812 0.0 250.634208
17604 1 4.27218 1.42406 252.058266
17605 1 5.69624 0.0 250.634208
17606 1 7.1203 1.42406 252.058266
17607 1 8.54436 0.0 250.634208
17608 1 9.96842 1.42406 252.058266
17609 1 11.39248 0.0 250.634208
17610 1 12.81654 1.42406 252.058266
17611 1 14.2406 0.0 250.634208
17612 1 15.66466 1.42406 252.058266
17613 1 17.08872 0.0 250.634208
17614 1 18.51278 1.42406 252.058266
17615 1 19.93684 0.0 250.634208
17616 1 21.3609 1.42406 252.058266
17617 1 22.78496 0.0 250.634208
17618 1 24.20902 1.42406 252.058266
17619 1 25.63308 0.0 250.634208
17620 1 27.05714 1.42406 252.058266
17621 1 0.0 2.84812 250.634208
17622 1 1.42406 4.27218 252.058266
17623 1 2.84812 2.84812 250.634208
17624 1 4.27218 4.27218 252.058266
17625 1 5.69624 2.84812 250.634208
17626 1 7.1203 4.27218 252.058266
17627 1 8.54436 2.84812 250.634208
17628 1 9.96842 4.27218 252.058266
17629 1 11.39248 2.84812 250.634208
17630 1 12.81654 4.27218 252.058266
17631 1 14.2406 2.84812 250.634208
17632 1 15.66466 4.27218 252.058266
17633 1 17.08872 2.84812 250.634208
17634 1 18.51278 4.27218 252.058266
17635 1 19.93684 2.84812 250.634208
17636 1 21.3609 4.27218 252.058266
17637 1 22.78496 2.84812 250.634208
17638 1 24.20902 4.27218 252.058266
17639 1 25.63308 2.84812 250.634208
17640 1 27.05714 4.27218 252.058266
17641 1 0.0 5.69624 250.634208
17642 1 1.42406 7.1203 252.058266
17643 1 2.84812 5.69624 250.634208
17644 1 4.27218 7.1203 252.058266
17645 1 5.69624 5.69624 250.634208
17646 1 7.1203 7.1203 252.058266
17647 1 8.54436 5.69624 250.634208
17648 1 9.96842 7.1203 252.058266
17649 1 11.39248 5.69624 250.634208
17650 1 12.81654 7.1203 252.058266
17651 1 14.2406 5.69624 250.634208
17652 1 15.66466 7.1203 252.058266
17653 1 17.08872 5.69624 250.634208
17654 1 18.51278 7.1203 252.058266
17655 1 19.93684 5.69624 250.634208
17656 1 21.3609 7.1203 252.058266
17657 1 22.78496 5.69624 250.634208
17658 1 24.20902 7.1203 252.058266
17659 1 25.63308 5.69624 250.634208
17660 1 27.05714 7.1203 252.058266
17661 1 0.0 8.54436 250.634208
17662 1 1.42406 9.96842 252.058266
17663 1 2.84812 8.54436 250.634208
17664 1 4.27218 9.96842 252.058266
17665 1 5.69624 8.54436 250.634208
17666 1 7.1203 9.96842 252.058266
17667 1 8.54436 8.54436 250.634208
17668 1 9.96842 9.96842 252.058266
17669 1 11.39248 8.54436 250.634208
17670 1 12.81654 9.96842 252.058266
17671 1 14.2406 8.54436 250.634208
17672 1 15.66466 9.96842 252.058266
17673 1 17.08872 8.54436 250.634208
17674 1 18.51278 9.96842 252.058266
17675 1 19.93684 8.54436 250.634208
17676 1 21.3609 9.96842 252.058266
17677 1 22.78496 8.54436 250.634208
17678 1 24.20902 9.96842 252.058266
17679 1 25.63308 8.54436 250.634208
17680 1 27.05714 9.96842 252.058266
17681 1 0.0 11.39248 250.634208
17682 1 1.42406 12.81654 252.058266
17683 1 2.84812 11.39248 250.634208
17684 1 4.27218 12.81654 252.058266
17685 1 5.69624 11.39248 250.634208
17686 1 7.1203 12.81654 252.058266
17687 1 8.54436 11.39248 250.634208
17688 1 9.96842 12.81654 252.058266
17689 1 11.39248 11.39248 250.634208
17690 1 12.81654 12.81654 252.058266
17691 1 14.2406 11.39248 250.634208
17692 1 15.66466 12.81654 252.058266
17693 1 17.08872 11.39248 250.634208
17694 1 18.51278 12.81654 252.058266
17695 1 19.93684 11.39248 250.634208
17696 1 21.3609 12.81654 252.058266
17697 1 22.78496 11.39248 250.634208
17698 1 24.20902 12.81654 252.058266
17699 1 25.63308 11.39248 250.634208
17700 1 27.05714 12.81654 252.058266
17701 1 0.0 14.2406 250.634208
17702 1 1.42406 15.66466 252.058266
17703 1 2.84812 14.2406 250.634208
17704 1 4.27218 15.66466 252.058266
17705 1 5.69624 14.2406 250.634208
17706 1 7.1203 15.66466 252.058266
17707 1 8.54436 14.2406 250.634208
17708 1 9.96842 15.66466 252.058266
17709 1 11.39248 14.2406 250.634208
17710 1 12.81654 15.66466 252.058266
17711 1 14.2406 14.2406 250.634208
17712 1 15.66466 15.66466 252.058266
17713 1 17.08872 14.2406 250.634208
17714 1 18.51278 15.66466 252.058266
17715 1 19.93684 14.2406 250.634208
17716 1 21.3609 15.66466 252.058266
17717 1 22.78496 14.2406 250.634208
17718 1 24.20902 15.66466 252.058266
17719 1 25.63308 14.2406 250.634208
17720 1 27.05714 15.66466 252.058266
17721 1 0.0 17.08872 250.634208
17722 1 1.42406 18.51278 252.058266
17723 1 2.84812 17.08872 250.634208
17724 1 4.27218 18.51278 252.058266
17725 1 5.69624 17.08872 250.634208
17726 1 7.1203 18.51278 252.058266
17727 1 8.54436 17.08872 250.634208
17728 1 9.96842 18.51278 252.058266
17729 1 11.39248 17.08872 250.634208
17730 1 12.81654 18.51278 252.058266
17731 1 14.2406 17.08872 250.634208
17732 1 15.66466 18.51278 252.058266
17733 1 17.08872 17.08872 250.634208
17734 1 18.51278 18.51278 252.058266
17735 1 19.93684 17.08872 250.634208
17736 1 21.3609 18.51278 252.058266
17737 1 22.78496 17.08872 250.634208
17738 1 24.20902 18.51278 252.058266
17739 1 25.63308 17.08872 250.634208
17740 1 27.05714 18.51278 252.058266
17741 1 0.0 19.93684 250.634208
17742 1 1.42406 21.3609 252.058266
17743 1 2.84812 19.93684 250.634208
17744 1 4.27218 21.3609 252.058266
17745 1 5.69624 19.93684 250.634208
17746 1 7.1203 21.3609 252.058266
17747 1 8.54436 19.93684 250.634208
17748 1 9.96842 21.3609 252.058266
17749 1 11.39248 19.93684 250.634208
17750 1 12.81654 21.3609 252.058266
17751 1 14.2406 19.93684 250.634208
17752 1 15.66466 21.3609 252.058266
17753 1 17.08872 19.93684 250.634208
17754 1 18.51278 21.3609 252.058266
17755 1 19.93684 19.93684 250.634208
17756 1 21.3609 21.3609 252.058266
17757 1 22.78496 19.93684 250.634208
17758 1 24.20902 21.3609 252.058266
17759 1 25.63308 19.93684 250.634208
17760 1 27.05714 21.3609 252.058266
17761 1 0.0 22.78496 250.634208
17762 1 1.42406 24.20902 252.058266
17763 1 2.84812 22.78496 250.634208
17764 1 4.27218 24.20902 252.058266
17765 1 5.69624 22.78496 250.634208
17766 1 7.1203 24.20902 252.058266
17767 1 8.54436 22.78496 250.634208
17768 1 9.96842 24.20902 252.058266
17769 1 11.39248 22.78496 250.634208
17770 1 12.81654 24.20902 252.058266
17771 1 14.2406 22.78496 250.634208
17772 1 15.66466 24.20902 252.058266
17773 1 17.08872 22.78496 250.634208
17774 1 18.51278 24.20902 252.058266
17775 1 19.93684 22.78496 250.634208
17776 1 21.3609 24.20902 252.058266
17777 1 22.78496 22.78496 250.634208
17778 1 24.20902 24.20902 252.058266
17779 1 25.63308 22.78496 250.634208
17780 1 27.05714 24.20902 252.058266
17781 1 0.0 25.63308 250.634208
17782 1 1.42406 27.05714 252.058266
17783 1 2.84812 25.63308 250.634208
17784 1 4.27218 27.05714 252.058266
17785 1 5.69624 25.63308 250.634208
17786 1 7.1203 27.05714 252.058266
17787 1 8.54436 25.63308 250.634208
17788 1 9.96842 27.05714 252.058266
17789 1 11.39248 25.63308 250.634208
17790 1 12.81654 27.05714 252.058266
17791 1 14.2406 25.63308 250.634208
17792 1 15.66466 27.05714 252.058266
17793 1 17.08872 25.63308 250.634208
17794 1 18.51278 27.05714 252.058266
17795 1 19.93684 25.63308 250.634208
17796 1 21.3609 27.05714 252.058266
17797 1 22.78496 25.63308 250.634208
17798 1 24.20902 27.05714 252.058266
17799 1 25.63308 25.63308 250.634208
17800 1 27.05714 27.05714 252.058266
17801 1 0.0 0.0 253.482324
17802 1 1.42406 1.42406 254.906382
17803 1 2.84812 0.0 253.482324
17804 1 4.27218 1.42406 254.906382
17805 1 5.69624 0.0 253.482324
17806 1 7.1203 1.42406 254.906382
17807 1 8.54436 0.0 253.482324
17808 1 9.96842 1.42406 254.906382
17809 1 11.39248 0.0 253.482324
17810 1 12.81654 1.42406 254.906382
17811 1 14.2406 0.0 253.482324
17812 1 15.66466 1.42406 254.906382
17813 1 17.08872 0.0 253.482324
17814 1 18.51278 1.42406 254.906382
17815 1 19.93684 0.0 253.482324
17816 1 21.3609 1.42406 254.906382
17817 1 22.78496 0.0 253.482324
17818 1 24.20902 1.42406 254.906382
17819 1 25.63308 0.0 253.482324
17820 1 27.05714 1.42406 254.906382
17821 1 0.0 2.84812 253.482324
17822 1 1.42406 4.27218 254.906382
17823 1 2.84812 2.84812 253.482324
17824 1 4.27218 4.27218 254.906382
17825 1 5.69624 2.84812 253.482324
17826 1 7.1203 4.27218 254.906382
17827 1 8.54436 2.84812 253.482324
17828 1 9.96842 4.27218 254.906382
17829 1 11.39248 2.84812 253.482324
17830 1 12.81654 4.27218 254.906382
17831 1 14.2406 2.84812 253.482324
17832 1 15.66466 4.27218 254.906382
17833 1 17.08872 2.84812 253.482324
17834 1 18.51278 4.27218 254.906382
17835 1 19.93684 2.84812 253.482324
17836 1 21.3609 4.27218 254.906382
17837 1 22.78496 2.84812 253.482324
17838 1 24.20902 4.27218 254.906382
17839 1 25.63308 2.84812 253.482324
17840 1 27.05714 4.27218 254.906382
17841 1 0.0 5.69624 253.482324
17842 1 1.42406 7.1203 254.906382
17843 1 2.84812 5.69624 253.482324
17844 1 4.27218 7.1203 254.906382
17845 1 5.69624 5.69624 253.482324
17846 1 7.1203 7.1203 254.906382
17847 1 8.54436 5.69624 253.482324
17848 1 9.96842 7.1203 254.906382
17849 1 11.39248 5.69624 253.482324
17850 1 12.81654 7.1203 254.906382
17851 1 14.2406 5.69624 253.482324
17852 1 15.66466 7.1203 254.906382
17853 1 17.08872 5.69624 253.482324
17854 1 18.51278 7.1203 254.906382
17855 1 19.93684 5.69624 253.482324
17856 1 21.3609 7.1203 254.906382
17857 1 22.78496 5.69624 253.482324
17858 1 24.20902 7.1203 254.906382
17859 1 25.63308 5.69624 253.482324
17860 1 27.05714 7.1203 254.906382
17861 1 0.0 8.54436 253.482324
17862 1 1.42406 9.96842 254.906382
17863 1 2.84812 8.54436 253.482324
17864 1 4.27218 9.96842 254.906382
17865 1 5.69624 8.54436 253.482324
17866 1 7.1203 9.96842 254.906382
17867 1 8.54436 8.54436 253.482324
17868 1 9.96842 9.96842 254.906382
17869 1 11.39248 8.54436 253.482324
17870 1 12.81654 9.96842 254.906382
17871 1 14.2406 8.54436 253.482324
17872 1 15.66466 9.96842 254.906382
17873 1 17.08872 8.54436 253.482324
17874 1 18.51278 9.96842 254.906382
17875 1 19.93684 8.54436 253.482324
17876 1 21.3609 9.96842 254.906382
17877 1 22.78496 8.54436 253.482324
17878 1 24.20902 9.96842 254.906382
17879 1 25.63308 8.54436 253.482324
17880 1 27.05714 9.96842 254.906382
17881 1 0.0 11.39248 253.482324
17882 1 1.42406 12.81654 254.906382
17883 1 2.84812 11.39248 253.482324
17884 1 4.27218 12.81654 254.906382
17885 1 5.69624 11.39248 253.482324
17886 1 7.1203 12.81654 254.906382
17887 1 8.54436 11.39248 253.482324
17888 1 9.96842 12.81654 254.906382
17889 1 11.39248 11.39248 253.482324
17890 1 12.81654 12.81654 254.906382
17891 1 14.2406 11.39248 253.482324
17892 1 15.66466 12.81654 254.906382
17893 1 17.08872 11.39248 253.482324
17894 1 18.51278 12.81654 254.906382
17895 1 19.93684 11.39248 253.482324
17896 1 21.3609 12.81654 254.906382
17897 1 22.78496 11.39248 253.482324
17898 1 24.20902 12.81654 254.906382
17899 1 25.63308 11.39248 253.482324
17900 1 27.05714 12.81654 254.906382
17901 1 0.0 14.2406 253.482324
17902 1 1.42406 15.66466 254.906382
17903 1 2.84812 14.2406 253.482324
17904 1 4.27218 15.66466 254.906382
17905 1 5.69624 14.2406 253.482324
17906 1 7.1203 15.66466 254.906382
17907 1 8.54436 14.2406 253.482324
17908 1 9.96842 15.66466 254.906382
17909 1 11.39248 14.2406 253.482324
17910 1 12.81654 15.66466 254.906382
17911 1 14.2406 14.2406 253.482324
17912 1 15.66466 15.66466 254.906382
17913 1 17.08872 14.2406 253.482324
17914 1 18.51278 15.66466 254.906382
17915 1 19.93684 14.2406 253.482324
17916 1 21.3609 15.66466 254.906382
17917 1 22.78496 14.2406 253.482324
17918 1 24.20902 15.66466 254.906382
17919 1 25.63308 14.2406 253.482324
17920 1 27.05714 15.66466 254.906382
17921 1 0.0 17.08872 253.482324
17922 1 1.42406 18.51278 254.906382
17923 1 2.84812 17.08872 253.482324
17924 1 4.27218 18.51278 254.906382
17925 1 5.69624 17.08872 253.482324
17926 1 7.1203 18.51278 254.906382
17927 1 8.54436 17.08872 253.482324
17928 1 9.96842 18.51278 254.906382
17929 1 11.39248 17.08872 253.482324
17930 1 12.81654 18.51278 254.906382
17931 1 14.2406 17.08872 253.482324
17932 1 15.66466 18.51278 254.906382
17933 1 17.08872 17.08872 253.482324
17934 1 18.51278 18.51278 254.906382
17935 1 19.93684 17.08872 253.482324
17936 1 21.3609 18.51278 254.906382
17937 1 22.78496 17.08872 253.482324
17938 1 24.20902 18.51278 254.906382
17939 1 25.63308 17.08872 253.482324
17940 1 27.05714 18.51278 254.906382
17941 1 0.0 19.93684 253.482324
17942 1 1.42406 21.3609 254.906382
17943 1 2.84812 19.93684 253.482324
17944 1 4.27218 21.3609 254.906382
17945 1 5.69624 19.93684 253.482324
17946 1 7.1203 21.3609 254.906382
17947 1 8.54436 19.93684 253.482324
17948 1 9.96842 21.3609 254.906382
17949 1 11.39248 19.93684 253.482324
17950 1 12.81654 21.3609 254.906382
17951 1 14.2406 19.93684 253.482324
17952 1 15.66466 21.3609 254.906382
17953 1 17.08872 19.93684 253.482324
17954 1 18.51278 21.3609 254.906382
17955 1 19.93684 19.93684 253.482324
17956 1 21.3609 21.3609 254.906382
17957 1 22.78496 19.93684 253.482324
17958 1 24.20902 21.3609 254.906382
17959 1 25.63308 19.93684 253.482324
17960 1 27.05714 21.3609 254.906382
17961 1 0.0 22.78496 253.482324
17962 1 1.42406 24.20902 254.906382
17963 1 2.84812 22.78496 253.482324
17964 1 4.27218 24.20902 254.906382
17965 1 5.69624 22.78496 253.482324
17966 1 7.1203 24.20902 254.906382
17967 1 8.54436 22.78496 253.482324
17968 1 9.96842 24.20902 254.906382
17969 1 11.39248 22.78496 253.482324
17970 1 12.81654 24.20902 254.906382
17971 1 14.2406 22.78496 253.482324
17972 1 15.66466 24.20902 254.906382
17973 1 17.08872 22.78496 253.482324
17974 1 18.51278 24.20902 254.906382
17975 1 19.93684 22.78496 253.482324
17976 1 21.3609 24.20902 254.906382
17977 1 22.78496 22.78496 253.482324
17978 1 24.20902 24.20902 254.906382
17979 1 25.63308 22.78496 253.482324
17980 1 27.05714 24.20902 254.906382
17981 1 0.0 25.63308 253.482324
17982 1 1.42406 27.05714 254.906382
17983 1 2.84812 25.63308 253.482324
17984 1 4.27218 27.05714 254.906382
17985 1 5.69624 25.63308 253.482324
17986 1 7.1203 27.05714 254.906382
17987 1 8.54436 25.63308 253.482324
17988 1 9.96842 27.05714 254.906382
17989 1 11.39248 25.63308 253.482324
17990 1 12.81654 27.05714 254.906382
17991 1 14.2406 25.63308 253.482324
17992 1 15.66466 27.05714 254.906382
17993 1 17.08872 25.63308 253.482324
17994 1 18.51278 27.05714 254.906382
17995 1 19.93684 25.63308 253.482324
17996 1 21.3609 27.05714 254.906382
17997 1 22.78496 25.63308 253.482324
17998 1 24.20902 27.05714 254.906382
17999 1 25.63308 25.63308 253.482324
18000 1 27.05714 27.05714 254.906382
18001 1 0.0 0.0 256.33044
18002 1 1.42406 1.42406 257.754498
18003 1 2.84812 0.0 256.33044
18004 1 4.27218 1.42406 257.754498
18005 1 5.69624 0.0 256.33044
18006 1 7.1203 1.42406 257.754498
18007 1 8.54436 0.0 256.33044
18008 1 9.96842 1.42406 257.754498
18009 1 11.39248 0.0 256.33044
18010 1 12.81654 1.42406 257.754498
18011 1 14.2406 0.0 256.33044
18012 1 15.66466 1.42406 257.754498
18013 1 17.08872 0.0 256.33044
18014 1 18.51278 1.42406 257.754498
18015 1 19.93684 0.0 256.33044
18016 1 21.3609 1.42406 257.754498
18017 1 22.78496 0.0 256.33044
18018 1 24.20902 1.42406 257.754498
18019 1 25.63308 0.0 256.33044
18020 1 27.05714 1.42406 257.754498
18021 1 0.0 2.84812 256.33044
18022 1 1.42406 4.27218 257.754498
18023 1 2.84812 2.84812 256.33044
18024 1 4.27218 4.27218 257.754498
18025 1 5.69624 2.84812 256.33044
18026 1 7.1203 4.27218 257.754498
18027 1 8.54436 2.84812 256.33044
18028 1 9.96842 4.27218 257.754498
18029 1 11.39248 2.84812 256.33044
18030 1 12.81654 4.27218 257.754498
18031 1 14.2406 2.84812 256.33044
18032 1 15.66466 4.27218 257.754498
18033 1 17.08872 2.84812 256.33044
18034 1 18.51278 4.27218 257.754498
18035 1 19.93684 2.84812 256.33044
18036 1 21.3609 4.27218 257.754498
18037 1 22.78496 2.84812 256.33044
18038 1 24.20902 4.27218 257.754498
18039 1 25.63308 2.84812 256.33044
18040 1 27.05714 4.27218 257.754498
18041 1 0.0 5.69624 256.33044
18042 1 1.42406 7.1203 257.754498
18043 1 2.84812 5.69624 256.33044
18044 1 4.27218 7.1203 257.754498
18045 1 5.69624 5.69624 256.33044
18046 1 7.1203 7.1203 257.754498
18047 1 8.54436 5.69624 256.33044
18048 1 9.96842 7.1203 257.754498
18049 1 11.39248 5.69624 256.33044
18050 1 12.81654 7.1203 257.754498
18051 1 14.2406 5.69624 256.33044
18052 1 15.66466 7.1203 257.754498
18053 1 17.08872 5.69624 256.33044
18054 1 18.51278 7.1203 257.754498
18055 1 19.93684 5.69624 256.33044
18056 1 21.3609 7.1203 257.754498
18057 1 22.78496 5.69624 256.33044
18058 1 24.20902 7.1203 257.754498
18059 1 25.63308 5.69624 256.33044
18060 1 27.05714 7.1203 257.754498
18061 1 0.0 8.54436 256.33044
18062 1 1.42406 9.96842 257.754498
18063 1 2.84812 8.54436 256.33044
18064 1 4.27218 9.96842 257.754498
18065 1 5.69624 8.54436 256.33044
18066 1 7.1203 9.96842 257.754498
18067 1 8.54436 8.54436 256.33044
18068 1 9.96842 9.96842 257.754498
18069 1 11.39248 8.54436 256.33044
18070 1 12.81654 9.96842 257.754498
18071 1 14.2406 8.54436 256.33044
18072 1 15.66466 9.96842 257.754498
18073 1 17.08872 8.54436 256.33044
18074 1 18.51278 9.96842 257.754498
18075 1 19.93684 8.54436 256.33044
18076 1 21.3609 9.96842 257.754498
18077 1 22.78496 8.54436 256.33044
18078 1 24.20902 9.96842 257.754498
18079 1 25.63308 8.54436 256.33044
18080 1 27.05714 9.96842 257.754498
18081 1 0.0 11.39248 256.33044
18082 1 1.42406 12.81654 257.754498
18083 1 2.84812 11.39248 256.33044
18084 1 4.27218 12.81654 257.754498
18085 1 5.69624 11.39248 256.33044
18086 1 7.1203 12.81654 257.754498
18087 1 8.54436 11.39248 256.33044
18088 1 9.96842 12.81654 257.754498
18089 1 11.39248 11.39248 256.33044
18090 1 12.81654 12.81654 257.754498
18091 1 14.2406 11.39248 256.33044
18092 1 15.66466 12.81654 257.754498
18093 1 17.08872 11.39248 256.33044
18094 1 18.51278 12.81654 257.754498
18095 1 19.93684 11.39248 256.33044
18096 1 21.3609 12.81654 257.754498
18097 1 22.78496 11.39248 256.33044
18098 1 24.20902 12.81654 257.754498
18099 1 25.63308 11.39248 256.33044
18100 1 27.05714 12.81654 257.754498
18101 1 0.0 14.2406 256.33044
18102 1 1.42406 15.66466 257.754498
18103 1 2.84812 14.2406 256.33044
18104 1 4.27218 15.66466 257.754498
18105 1 5.69624 14.2406 256.33044
18106 1 7.1203 15.66466 257.754498
18107 1 8.54436 14.2406 256.33044
18108 1 9.96842 15.66466 257.754498
18109 1 11.39248 14.2406 256.33044
18110 1 12.81654 15.66466 257.754498
18111 1 14.2406 14.2406 256.33044
18112 1 15.66466 15.66466 257.754498
18113 1 17.08872 14.2406 256.33044
18114 1 18.51278 15.66466 257.754498
18115 1 19.93684 14.2406 256.33044
18116 1 21.3609 15.66466 257.754498
18117 1 22.78496 14.2406 256.33044
18118 1 24.20902 15.66466 257.754498
18119 1 25.63308 14.2406 256.33044
18120 1 27.05714 15.66466 257.754498
18121 1 0.0 17.08872 256.33044
18122 1 1.42406 18.51278 257.754498
18123 1 2.84812 17.08872 256.33044
18124 1 4.27218 18.51278 257.754498
18125 1 5.69624 17.08872 256.33044
18126 1 7.1203 18.51278 257.754498
18127 1 8.54436 17.08872 256.33044
18128 1 9.96842 18.51278 257.754498
18129 1 11.39248 17.08872 256.33044
18130 1 12.81654 18.51278 257.754498
18131 1 14.2406 17.08872 256.33044
18132 1 15.66466 18.51278 257.754498
18133 1 17.08872 17.08872 256.33044
18134 1 18.51278 18.51278 257.754498
18135 1 19.93684 17.08872 256.33044
18136 1 21.3609 18.51278 257.754498
18137 1 22.78496 17.08872 256.33044
18138 1 24.20902 18.51278 257.754498
18139 1 25.63308 17.08872 256.33044
18140 1 27.05714 18.51278 257.754498
18141 1 0.0 19.93684 256.33044
18142 1 1.42406 21.3609 257.754498
18143 1 2.84812 19.93684 256.33044
18144 1 4.27218 21.3609 257.754498
18145 1 5.69624 19.93684 256.33044
18146 1 7.1203 21.3609 257.754498
18147 1 8.54436 19.93684 256.33044
18148 1 9.96842 21.3609 257.754498
18149 1 11.39248 19.93684 256.33044
18150 1 12.81654 21.3609 257.754498
18151 1 14.2406 19.93684 256.33044
18152 1 15.66466 21.3609 257.754498
18153 1 17.08872 19.93684 256.33044
18154 1 18.51278 21.3609 257.754498
18155 1 19.93684 19.93684 256.33044
18156 1 21.3609 21.3609 257.754498
18157 1 22.78496 19.93684 256.33044
18158 1 24.20902 21.3609 257.754498
18159 1 25.63308 19.93684 256.33044
18160 1 27.05714 21.3609 257.754498
18161 1 0.0 22.78496 256.33044
18162 1 1.42406 24.20902 257.754498
18163 1 2.84812 22.78496 256.33044
18164 1 4.27218 24.20902 257.754498
18165 1 5.69624 22.78496 256.33044
18166 1 7.1203 24.20902 257.754498
18167 1 8.54436 22.78496 256.33044
18168 1 9.96842 24.20902 257.754498
18169 1 11.39248 22.78496 256.33044
18170 1 12.81654 24.20902 257.754498
18171 1 14.2406 22.78496 256.33044
18172 1 15.66466 24.20902 257.754498
18173 1 17.08872 22.78496 256.33044
18174 1 18.51278 24.20902 257.754498
18175 1 19.93684 22.78496 256.33044
18176 1 21.3609 24.20902 257.754498
